sample_id,split,scenario_instance_id,scenario_type,timestamp_s,window_duration_s,boundary_case,gps_valid,gps_speed_kmh,imu_valid,pitch_abs_deg,roll_abs_deg,roll_error_deg,outward_rate_deg_s,imu_attention_duration_ms,imu_urgent_consistent_samples,acc_norm_mean_mps2,acc_delta_signed_mps2,acc_change_abs_mps2,jerk_abs_mps3,radar_valid,radar_target_count,radar_path_target_count,radar_min_distance_m,radar_relative_speed_mps,radar_closing_speed_mps,radar_ttc_s,vision_valid,object_count,path_object_count,max_path_bottom_ratio,box_growth_rate_per_s,growth_duration_s,visual_tau_s,vision_confidence,imu_rule_score,motion_rule_score,radar_rule_score,vision_rule_score,rule_score,risk_label,risk_label_name,hard_rule_triggered,trigger_reason
tra-03789,train,tra-2-00032,predicted_lateral_instability,1444.212,1.0,0,0,,1,3.7819,19.612099999999998,17.3263,10.3984,677.4084,3,9.8473,0.3348,0.3348,1.0264,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.7,0.07812,0.0,0.0,0.7,2,高,1,imu
tra-03790,train,tra-1-01124,road_bump,611.647,1.0,0,1,10.3205,1,1.7702,3.3512,3.8936,2.7318,56.43,0,8.908,2.6811,2.6811,6.5951,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.212766,0.46811,0.0,0.0,0.46811,1,中,0,motion
tra-03791,train,tra-2-00747,radar_urgent,366.298,1.0,0,0,,1,0.1382,5.9749,3.4015,1.9853,17.51,0,9.8692,0.5895,0.5895,3.3887,1,1,1,2.5654,-2.2747,2.2747,1.1278,1,0,0,0.0,0.0,0.0,,0.0,0.174641,0.237209,0.864689,0.0,0.864689,2,高,1,radar
tra-03792,train,tra-2-01007,predicted_lateral_instability,1265.445,1.0,1,1,17.3727,1,2.2103,19.224600000000002,11.275,27.2185,760.8121,3,9.8797,0.3468,0.3468,0.1048,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.810905,0.08092,0.0,0.0,0.810905,2,高,1,imu
tra-03793,train,tra-0-00854,normal_turn,1213.22,1.0,0,0,,1,1.0362,13.231,5.0387,1.1117,36.54,0,9.817,0.3866,0.3866,3.4719,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.207482,0.243033,0.0,0.0,0.243033,0,低,0,motion
tra-03794,train,tra-1-00647,moderate_acc_change,177.125,1.0,0,1,21.1387,1,1.3735,5.538,3.6565,2.7449,27.97,0,10.0275,-3.7151,3.7151,6.3097,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.204835,0.57151,0.0,0.0,0.57151,1,中,0,motion
tra-03795,train,tra-1-00456,moderate_acc_change,1769.801,1.0,0,0,,1,1.4622,6.6783,2.203,1.4292,75.42,0,9.803,3.1903,3.1903,6.0665,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.117123,0.51903,0.0,0.0,0.51903,1,中,0,motion
tra-03796,train,tra-2-01062,vision_looming_urgent,388.194,1.0,0,1,22.4686,1,2.5021,5.4063,3.6941,0.1723,84.16,1,9.5744,0.0089,0.0089,2.834,1,0,0,,0.0,0.0,,1,5,2,0.8393,0.4285,0.9958,2.1759,0.9485,0.134118,0.19838,0.0,0.738892,0.738892,2,高,1,vision
tra-03797,train,tra-0-00626,normal_straight,104.148,1.0,0,0,,1,3.8744,3.1086,0.7872,0.1625,89.28,0,9.9399,0.8434,0.8434,3.3813,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.032102,0.236691,0.0,0.0,0.236691,0,低,0,motion
tra-03798,train,tra-2-00890,predicted_lateral_instability,1258.53,1.0,0,0,,1,0.348,21.9685,20.9503,11.426,268.3362,3,9.847,-0.2654,0.2654,1.6263,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.7,0.113841,0.0,0.0,0.7,2,高,1,imu
tra-03799,train,tra-2-00245,vision_looming_urgent,1756.016,1.0,0,1,9.9634,1,1.0134,4.3448,0.7795,2.2511,15.55,0,9.9316,-0.241,0.241,1.3841,1,0,0,,0.0,0.0,,1,4,1,0.8995,0.457,0.2696,2.0048,0.6737,0.090313,0.096887,0.0,0.759424,0.759424,2,高,1,vision
tra-03800,train,tra-1-00168,road_bump,188.102,1.0,0,1,15.8891,1,2.8108,2.0602,0.4383,0.9803,26.6,0,9.7721,2.3882,2.3882,7.0517,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.042789,0.493619,0.0,0.0,0.493619,1,中,0,motion
tra-03801,train,tra-0-01379,normal_straight,630.973,1.0,0,1,10.2571,1,3.3941,3.9342,3.6963,2.0234,29.97,1,9.9267,-0.3437,0.3437,3.3191,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.186026,0.232337,0.0,0.0,0.232337,0,低,0,motion
tra-03802,train,tra-0-01180,distant_obstacle_off_path,1283.912,1.0,0,1,22.9487,1,0.1445,3.7664,1.235,2.7384,58.37,1,9.8947,0.0639,0.0639,1.4011,1,1,0,9.4081,-1.1551,1.1551,8.1448,1,1,0,0.0,0.0,0.0,,0.6856,0.1199,0.098077,0.171909,0.0,0.171909,0,低,0,radar
tra-03803,train,tra-1-01521,radar_attention,485.857,1.0,0,0,,1,1.4692,2.9632,2.2767,0.7256,74.63,1,9.9753,0.5925,0.5925,0.2731,1,1,1,2.3628,-0.7735,0.7735,3.0547,1,0,0,0.0,0.0,0.0,,0.0,0.100001,0.13825,0.570679,0.0,0.570679,1,中,0,radar
tra-03804,train,tra-1-00075,vision_looming_attention,1484.909,1.0,0,0,,1,3.6994,3.5708,2.4546,2.5259,90.09,0,9.5605,0.2917,0.2917,3.7526,1,0,0,,0.0,0.0,,1,1,1,0.6415,0.2466,0.5237,3.6653,0.9748,0.156636,0.262682,0.0,0.428097,0.428097,1,中,0,vision
tra-03805,train,tra-0-00909,radar_receding,527.203,1.0,0,1,14.9821,1,2.2756,5.6349,3.5834,1.3321,19.37,1,9.8684,0.7662,0.7662,3.7969,1,2,0,3.8739,2.4527,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.162718,0.265783,0.0,0.0,0.265783,0,低,0,motion
tra-03806,train,tra-0-00851,distant_obstacle_off_path,492.337,1.0,0,1,7.6834,1,1.024,6.3054,1.9668,2.7365,104.79,1,9.6051,0.4735,0.4735,2.8043,1,4,0,7.9373,-0.911,0.911,8.7127,1,5,0,0.0,0.0,0.0,,0.6445,0.14546,0.196301,0.160704,0.0,0.196301,0,低,0,motion
tra-03807,train,tra-0-01056,radar_receding,688.618,1.0,1,1,7.0411,1,1.1245,2.3118,2.4459,0.6385,82.32,1,9.7808,0.3736,0.3736,2.8941,1,2,1,18.7363,0.505,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.103485,0.202587,0.0,0.0,0.202587,0,低,0,motion
tra-03808,train,tra-0-01886,sensor_gap,18.757,1.0,0,1,7.1102,1,1.2419,0.5938,2.4952,2.4999,103.44,1,9.957,0.1064,0.1064,2.6133,1,0,0,,0.0,0.0,,0,0,0,0.0,0.0,0.0,,0.0,0.157329,0.182931,0.0,0.0,0.182931,0,低,0,motion
tra-03809,train,tra-0-00563,radar_receding,53.196,1.0,0,1,8.0797,1,1.825,6.8255,0.6214,0.5213,22.05,0,10.0375,-0.5312,0.5312,2.6151,1,2,0,10.0685,0.3865,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.036345,0.183057,0.0,0.0,0.183057,0,低,0,motion
tra-03810,train,tra-2-00766,radar_urgent,1415.124,1.0,0,0,,1,2.3593,5.6979,1.5707,0.2072,44.54,1,9.5747,0.3058,0.3058,2.9049,1,3,1,2.4772,-1.2741,1.2741,1.9443,1,0,0,0.0,0.0,0.0,,0.0,0.060776,0.203343,0.766728,0.0,0.766728,2,高,1,radar
tra-03811,train,tra-0-00060,distant_obstacle_off_path,415.302,1.0,1,1,19.802,1,0.1326,6.1729,2.1626,2.5832,80.6,1,9.6237,0.6239,0.6239,0.2888,1,3,0,9.8484,-1.4524,1.4524,6.7808,1,4,0,0.0,0.0,0.0,,0.9198,0.148021,0.145577,0.20649,0.0,0.20649,0,低,0,radar
tra-03812,train,tra-0-00756,distant_obstacle_off_path,1463.276,1.0,1,1,23.5863,1,3.3106,1.9068,3.1618,0.2415,112.11,1,9.7989,-0.5765,0.5765,0.7519,1,2,0,18.2109,-2.1231,2.1231,8.5775,1,2,0,0.0,0.0,0.0,,0.9494,0.117425,0.134517,0.163237,0.0,0.163237,0,低,0,radar
tra-03813,train,tra-0-00024,radar_receding,230.798,1.0,0,0,,1,2.594,3.2249,0.6515,1.879,114.2,1,9.7952,-0.3015,0.3015,0.6834,1,1,1,3.5132,0.3718,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.075414,0.07035,0.0,0.0,0.075414,0,低,0,imu
tra-03814,train,tra-2-00215,predicted_lateral_instability,113.662,1.0,0,1,13.3479,1,2.1227,19.6981,13.3234,20.3253,701.8465,3,10.0132,-0.0165,0.0165,2.3679,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.784568,0.165753,0.0,0.0,0.784568,2,高,1,imu
tra-03815,train,tra-1-00854,radar_attention,476.735,1.0,1,0,,1,1.9731,1.537,0.7213,2.9098,84.25,0,9.7288,0.0636,0.0636,2.2063,1,1,1,8.1157,-2.0365,2.0365,3.9851,1,0,0,0.0,0.0,0.0,,0.0,0.10672,0.154441,0.353586,0.0,0.353586,1,中,0,radar
tra-03816,train,tra-0-01892,normal_turn,993.737,1.0,0,0,,1,2.6116,18.4083,0.9314,3.9148,101.21,0,10.0377,0.7219,0.7219,0.6262,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.142213,0.168443,0.0,0.0,0.168443,0,低,0,motion
tra-03817,train,tra-0-00998,normal_straight,1482.281,1.0,0,0,,1,1.4586,0.2825,1.6735,2.557,26.72,0,10.0495,-0.3878,0.3878,3.6347,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.130168,0.254429,0.0,0.0,0.254429,0,低,0,motion
tra-03818,train,tra-1-01514,sustained_outward_lean,1467.094,1.0,0,0,,1,3.2873,15.121599999999999,15.0536,6.4511,409.8127,1,9.988,-0.388,0.388,2.4983,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.588338,0.174881,0.0,0.0,0.588338,1,中,0,imu
tra-03819,train,tra-1-00796,vision_path_near,852.971,1.0,1,1,18.2552,1,2.5835,1.9628,3.4762,0.1947,63.4,0,9.8058,-0.0904,0.0904,2.5101,1,0,0,,0.0,0.0,,1,4,2,0.6124,0.0,0.0,,0.7567,0.127119,0.175707,0.0,0.354,0.354,1,中,0,vision
tra-03820,train,tra-1-01084,radar_attention,1567.236,1.0,0,0,,1,2.291,5.2556,0.3138,1.886,119.18,0,9.6273,0.6204,0.6204,0.8669,1,2,1,5.8295,-1.7965,1.7965,3.2449,1,0,0,0.0,0.0,0.0,,0.0,0.063791,0.14476,0.526299,0.0,0.526299,1,中,0,radar
tra-03821,train,tra-0-01538,normal_straight,18.054,1.0,0,0,,1,3.5737,2.3434,1.4863,0.7403,83.94,0,9.7141,0.8403,0.8403,0.2905,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.072749,0.19607,0.0,0.0,0.19607,0,低,0,motion
tra-03822,train,tra-2-01213,radar_urgent,734.712,1.0,0,1,15.1249,1,2.2167,1.0734,3.0763,1.1246,105.09,1,9.8626,0.3484,0.3484,1.2595,1,4,1,3.3402,-2.9989,2.9989,1.1138,1,0,0,0.0,0.0,0.0,,0.0,0.139159,0.088165,0.866369,0.0,0.866369,2,高,1,radar
tra-03823,train,tra-1-00341,radar_attention,147.834,1.0,0,1,14.6607,1,1.4054,5.8233,3.0137,0.0187,44.07,0,10.0342,0.5835,0.5835,0.241,1,1,1,7.6448,-2.6479,2.6479,2.8871,1,0,0,0.0,0.0,0.0,,0.0,0.106003,0.13615,0.609786,0.0,0.609786,1,中,0,radar
tra-03824,train,tra-0-01941,radar_receding,1741.425,1.0,0,0,,1,1.7374,6.9695,3.2484,1.1205,46.87,0,10.0428,-0.311,0.311,2.8985,1,1,0,2.5066,1.5848,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.145068,0.202895,0.0,0.0,0.202895,0,低,0,motion
tra-03825,train,tra-1-00124,moderate_acc_change,281.208,1.0,1,0,,1,1.6388,5.4236,1.9255,1.5907,52.68,0,9.959,-4.7542,4.7542,8.2157,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.111932,0.67542,0.0,0.0,0.67542,1,中,0,motion
tra-03826,train,tra-1-00553,radar_attention,613.159,1.0,0,1,11.6433,1,0.2146,6.1458,1.9999,1.7032,38.97,0,9.6533,0.0543,0.0543,2.2609,1,1,1,2.101,-0.6062,0.6062,3.4658,1,0,0,0.0,0.0,0.0,,0.0,0.117686,0.158263,0.474756,0.0,0.474756,1,中,0,radar
tra-03827,train,tra-1-00406,radar_attention,582.023,1.0,0,1,9.428,1,0.3697,4.9375,0.0786,0.8339,102.04,1,9.8687,-0.7702,0.7702,1.2743,1,3,1,4.7321,-1.7849,1.7849,2.6512,1,0,0,0.0,0.0,0.0,,0.0,0.0261,0.179713,0.664829,0.0,0.664829,1,中,0,radar
tra-03828,train,tra-0-01747,distant_obstacle_off_path,249.092,1.0,0,0,,1,3.0478,4.3937,2.0836,0.9633,116.03,0,9.7329,0.0814,0.0814,0.3623,1,4,0,16.8286,-2.689,2.689,6.2583,1,1,0,0.0,0.0,0.0,,0.9068,0.099898,0.025361,0.223729,0.0,0.223729,0,低,0,radar
tra-03829,train,tra-1-00576,vision_looming_attention,963.498,1.0,0,1,22.7491,1,3.0825,1.1233,2.4867,0.5074,15.29,1,9.7325,0.6122,0.6122,1.3006,1,0,0,,0.0,0.0,,1,4,3,0.777,0.3053,0.4926,2.9411,0.8328,0.101242,0.142847,0.0,0.628333,0.628333,1,中,0,vision
tra-03830,train,tra-1-00724,sustained_outward_lean,1593.749,1.0,0,1,20.523,1,2.0697,16.910600000000002,15.2527,5.4578,330.9496,1,9.8436,-0.333,0.333,1.9048,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.574442,0.133336,0.0,0.0,0.574442,1,中,0,imu
tra-03831,train,tra-1-00591,sustained_outward_lean,1545.904,1.0,0,1,9.737,1,1.1032,14.76,13.7609,8.5651,579.1806,0,9.815,-0.1824,0.1824,2.1238,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.597636,0.148666,0.0,0.0,0.597636,1,中,0,imu
tra-03832,train,tra-0-01334,normal_turn,1120.116,1.0,0,1,17.7745,1,2.4783,12.9371,1.0275,3.9287,26.7,0,9.8366,-0.8788,0.8788,2.2448,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.145966,0.205053,0.0,0.0,0.205053,0,低,0,motion
tra-03833,train,tra-1-00064,sustained_outward_lean,332.964,1.0,0,1,22.2646,1,3.8397,16.6395,16.3593,7.1675,193.9926,0,9.7788,0.4261,0.4261,0.0961,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.632177,0.099423,0.0,0.0,0.632177,1,中,0,imu
tra-03834,train,tra-0-01631,visual_path_candidate,1551.038,1.0,0,1,20.0188,1,3.9268,2.965,0.4514,1.7785,30.77,1,9.6753,-0.2805,0.2805,2.5297,1,0,0,,0.0,0.0,,1,5,1,0.5104,0.0,0.0,,0.6544,0.065597,0.177079,0.0,0.184,0.184,0,低,0,vision
tra-03835,train,tra-1-00879,vision_looming_attention,112.259,1.0,0,1,9.9285,1,1.8115,6.4553,2.9593,1.1187,33.1,1,10.0276,-0.5116,0.5116,0.316,1,0,0,,0.0,0.0,,1,5,2,0.4714,0.3008,0.5527,3.701,0.9147,0.134899,0.119373,0.0,0.419767,0.419767,1,中,0,vision
tra-03836,train,tra-1-00440,road_bump,950.1,1.0,0,1,16.7989,1,2.5191,0.7145,3.4665,0.9193,79.0,1,9.5854,-2.5702,2.5702,8.0911,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.147068,0.566377,0.0,0.0,0.566377,1,中,0,motion
tra-03837,train,tra-2-00914,severe_acc_change,1435.315,1.0,0,1,16.0028,1,3.1978,3.0391,2.3566,2.5125,28.52,1,9.9315,8.4514,8.4514,12.6051,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.152831,0.907084,0.0,0.0,0.907084,2,高,1,motion
tra-03838,train,tra-0-00487,sensor_gap,828.777,1.0,0,1,13.1394,0,1.2737,1.1475,0.1056,2.3738,16.43,1,9.9994,0.883,0.883,3.1873,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,低,0,imu+motion+radar+vision
tra-03839,train,tra-0-01015,sensor_gap,1678.151,1.0,0,1,13.5947,1,2.6729,3.3085,1.2101,2.5998,89.39,0,9.8554,-0.4738,0.4738,1.9518,1,0,0,,0.0,0.0,,0,0,0,0.0,0.0,0.0,,0.0,0.115148,0.136626,0.0,0.0,0.136626,0,低,0,motion
tra-03840,train,tra-2-00132,severe_acc_change,1616.768,1.0,0,1,23.3791,1,2.2053,6.6972,2.6709,1.601,78.94,1,9.6395,7.2329,7.2329,12.9969,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.13831,0.833974,0.0,0.0,0.833974,2,高,1,motion
tra-03841,train,tra-0-00991,sensor_gap,936.276,1.0,0,1,12.5681,1,3.4595,4.5495,0.3137,0.5004,75.89,1,9.9412,0.5124,0.5124,3.0494,0,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.024991,0.213458,0.0,0.0,0.213458,0,低,0,motion
tra-03842,train,tra-0-01030,visual_path_candidate,77.898,1.0,0,0,,1,2.1311,1.001,1.0499,2.2407,50.66,0,9.5657,-0.794,0.794,2.8422,1,0,0,,0.0,0.0,,1,3,2,0.5368,0.0,0.0,,0.7125,0.099486,0.198954,0.0,0.228,0.228,0,低,0,vision
tra-03843,train,tra-0-00134,normal_turn,1690.964,1.0,0,1,16.5851,1,2.4398,8.3175,1.2722,3.8105,117.81,0,9.5654,0.8913,0.8913,0.6284,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.151221,0.20797,0.0,0.0,0.20797,0,低,0,motion
tra-03844,train,tra-2-00520,severe_acc_change,1624.862,1.0,1,1,12.5738,1,1.2999,0.7676,1.1951,1.5203,48.28,0,9.7163,-5.0395,5.0395,10.2617,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.084397,0.707851,0.0,0.0,0.707851,2,高,1,motion
tra-03845,train,tra-0-01084,radar_receding,522.445,1.0,0,0,,1,0.3138,5.3221,0.7114,0.9102,100.36,0,9.7337,0.6573,0.6573,3.6445,1,2,0,5.4044,0.3935,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.050385,0.255115,0.0,0.0,0.255115,0,低,0,motion
tra-03846,train,tra-2-01137,predicted_lateral_instability,1190.428,1.0,0,1,16.7062,1,3.018,27.1755,19.3802,12.1519,681.9333,3,10.0183,-0.7395,0.7395,0.7595,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.826577,0.17255,0.0,0.0,0.826577,2,高,1,imu
tra-03847,train,tra-1-01824,vision_path_near,1445.89,1.0,0,1,13.7869,1,3.8858,3.8079,0.5554,0.6719,53.21,1,9.8356,-0.224,0.224,0.8149,1,0,0,,0.0,0.0,,1,5,1,0.7225,0.0,0.0,,0.7928,0.038252,0.057043,0.0,0.5375,0.5375,1,中,0,vision
tra-03848,train,tra-0-00354,visual_path_candidate,966.607,1.0,0,1,16.1125,1,0.4718,4.5682,0.7621,1.8999,66.16,0,9.9557,0.4235,0.4235,1.8039,1,0,0,,0.0,0.0,,1,1,1,0.4591,0.0,0.0,,0.7518,0.079871,0.126273,0.0,0.0985,0.126273,0,低,0,motion
tra-03849,train,tra-1-01378,radar_attention,1301.46,1.0,0,0,,1,3.6031,2.5142,0.9265,0.0092,52.89,1,9.6095,0.7823,0.7823,2.8988,1,3,1,8.6937,-2.2768,2.2768,3.8184,1,0,0,0.0,0.0,0.0,,0.0,0.032685,0.202916,0.392483,0.0,0.392483,1,中,0,radar
tra-03850,train,tra-0-00688,radar_receding,1705.781,1.0,0,1,15.1689,1,2.3676,3.0935,2.6781,1.9902,91.62,0,9.9489,0.6579,0.6579,2.0634,1,1,0,7.3796,2.0941,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.149459,0.15351,0.0,0.0,0.15351,0,低,0,motion
tra-03851,train,tra-0-01347,visual_path_candidate,1113.884,1.0,0,0,,1,3.1141,0.7123,2.9619,2.8212,77.72,0,9.7031,0.1588,0.1588,0.4771,1,0,0,,0.0,0.0,,1,2,2,0.4832,0.0,0.0,,0.8499,0.18266,0.037053,0.0,0.138667,0.18266,0,低,0,imu
tra-03852,train,tra-1-01385,vision_path_near,794.445,1.0,0,1,10.9358,1,1.4687,4.7757,2.4847,0.4757,85.52,0,9.9672,0.0833,0.0833,0.7174,1,0,0,,0.0,0.0,,1,5,1,0.7689,0.0,0.0,,0.8381,0.100284,0.050218,0.0,0.614833,0.614833,1,中,0,vision
tra-03853,train,tra-0-00104,visual_path_candidate,1345.743,1.0,0,1,5.9848,1,2.559,6.9617,3.8463,1.4981,19.4,1,9.6469,-0.6839,0.6839,0.2812,1,0,0,,0.0,0.0,,1,1,1,0.5071,0.0,0.0,,0.6757,0.176567,0.159577,0.0,0.1785,0.1785,0,低,0,vision
tra-03854,train,tra-0-00926,radar_receding,1026.254,1.0,1,1,14.2763,1,1.4077,3.4877,3.4799,0.9636,92.19,1,9.7871,-0.4956,0.4956,0.8999,1,1,1,18.6709,0.6961,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.148777,0.11564,0.0,0.0,0.148777,0,低,0,imu
tra-03855,train,tra-0-00644,distant_obstacle_off_path,1509.758,1.0,0,0,,1,2.3375,1.5618,3.6894,2.7966,93.93,1,9.7847,0.7058,0.7058,2.5042,1,2,0,5.5779,-0.69,0.69,8.0839,1,5,0,0.0,0.0,0.0,,0.626,0.207434,0.175294,0.173204,0.0,0.207434,0,低,0,imu
tra-03856,train,tra-0-01043,distant_obstacle_off_path,32.032,1.0,0,1,14.6347,1,0.7975,5.4171,4.2388,2.3898,38.45,1,9.6901,-0.3383,0.3383,2.8991,1,1,0,19.6572,-2.2996,2.2996,8.5481,1,3,0,0.0,0.0,0.0,,0.8953,0.215272,0.202937,0.163798,0.0,0.215272,0,低,0,imu
tra-03857,train,tra-1-01185,vision_looming_attention,1681.121,1.0,0,1,10.1008,1,3.9877,2.9685,3.9798,0.354,10.99,0,9.7143,0.7083,0.7083,2.1662,1,0,0,,0.0,0.0,,1,3,2,0.4653,0.2494,0.9343,3.7458,0.6595,0.149205,0.16527,0.0,0.409313,0.409313,1,中,0,vision
tra-03858,train,tra-0-00617,normal_turn,1132.174,1.0,0,1,14.9963,1,1.2576,13.7467,1.6511,2.9483,62.4,1,9.9297,0.7801,0.7801,1.4277,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.140341,0.182023,0.0,0.0,0.182023,0,低,0,motion
tra-03859,train,tra-1-01787,road_bump,1162.613,1.0,0,0,,1,2.105,5.0179,4.2829,1.986,44.89,1,9.5741,2.4664,2.4664,7.2478,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.205509,0.507346,0.0,0.0,0.507346,1,中,0,motion
tra-03860,train,tra-0-01114,normal_turn,32.095,1.0,1,1,20.9314,1,3.5414,24.2775,4.6696,3.217,53.51,0,9.6165,0.0632,0.0632,3.522,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.253512,0.24654,0.0,0.0,0.253512,0,低,0,imu
tra-03861,train,tra-1-00451,vision_path_near,1139.161,1.0,0,1,21.1391,1,0.6419,6.7062,2.7286,2.7446,4.14,1,9.9259,-0.213,0.213,0.0968,1,0,0,,0.0,0.0,,1,4,2,0.7656,0.0,0.0,,0.7112,0.17235,0.0497,0.0,0.609333,0.609333,1,中,0,vision
tra-03862,train,tra-0-01936,normal_turn,1748.707,1.0,0,1,12.1089,1,1.7565,15.8341,5.7907,0.501,93.53,0,9.9582,0.0015,0.0015,2.951,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.216703,0.20657,0.0,0.0,0.216703,0,低,0,imu
tra-03863,train,tra-1-00778,road_bump,852.491,1.0,0,1,14.4388,1,1.5317,2.3788,2.1539,2.6644,14.16,0,9.468,-1.9472,1.9472,8.2472,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.14999,0.577304,0.0,0.0,0.577304,1,中,0,motion
tra-03864,train,tra-2-00719,radar_urgent,1100.802,1.0,0,1,17.528,1,3.0886,6.7496,3.0895,1.543,22.12,1,9.8065,0.2038,0.2038,0.7733,1,1,1,0.9412,-1.1099,1.1099,0.848,1,0,0,0.0,0.0,0.0,,0.0,0.151336,0.054131,0.898259,0.0,0.898259,2,高,1,radar
tra-03865,train,tra-2-00808,predicted_lateral_instability,267.643,1.0,0,1,17.6362,1,1.9803,19.3773,16.0603,16.4995,449.6589,3,9.6785,-0.4776,0.4776,1.1461,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.796819,0.11144,0.0,0.0,0.796819,2,高,1,imu
tra-03866,train,tra-0-01462,radar_receding,154.769,1.0,0,1,20.7118,1,0.9898,4.064,3.2929,0.9751,61.4,0,9.8574,-0.3372,0.3372,1.6486,1,3,0,7.2697,1.8524,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.142554,0.115402,0.0,0.0,0.142554,0,低,0,imu
tra-03867,train,tra-0-00288,normal_turn,800.126,1.0,0,1,12.0451,1,1.789,21.3717,5.4095,4.3725,95.29,0,9.7689,-0.0734,0.0734,0.6571,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.311762,0.045997,0.0,0.0,0.311762,0,低,0,imu
tra-03868,train,tra-0-01531,distant_obstacle_off_path,1265.291,1.0,1,1,8.7721,1,2.3681,4.4249,0.0986,2.3963,26.89,1,9.6241,-0.4561,0.4561,3.3571,1,1,0,11.8571,-1.2121,1.2121,9.7823,1,4,0,0.0,0.0,0.0,,0.9349,0.070547,0.234997,0.143132,0.0,0.234997,0,低,0,motion
tra-03869,train,tra-0-01758,distant_obstacle_off_path,964.719,1.0,1,1,12.9412,1,2.9124,2.5018,1.5587,1.0476,44.99,0,9.564,-0.4006,0.4006,2.332,1,4,0,21.424,-2.6683,2.6683,8.0291,1,3,0,0.0,0.0,0.0,,0.8469,0.083887,0.16324,0.174386,0.0,0.174386,0,低,0,radar
tra-03870,train,tra-2-00972,multisensor_high,1162.892,1.0,0,0,,1,1.5548,1.171,1.3666,1.4654,16.03,0,9.8795,-4.5672,4.5672,10.4101,1,2,1,2.3661,-1.8648,1.8648,1.2688,1,5,2,0.8252,0.883,0.4898,1.2209,0.765,0.088862,0.712303,0.847773,0.853492,0.853492,2,高,1,vision
tra-03871,train,tra-1-01362,moderate_acc_change,530.464,1.0,0,1,9.6425,1,3.157,1.3428,0.2213,2.9371,15.81,0,10.0189,-3.6952,3.6952,5.3518,1,0,0,,0.0,0.0,,1,0,0,0.0,0.0,0.0,,0.0,0.089984,0.56952,0.0,0.0,0.56952,1,中,0,motion
